City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Naryan-Mar,RU,2021-08-10 16:05:25,67.6713,53.087,63.09,62,66,7.9
282,Seymchan,RU,2021-08-10 16:05:25,62.8833,152.4333,55.13,68,89,1.14
283,La Ronge,CA,2021-08-10 16:03:10,55.1001,-105.2842,59.22,88,75,14.97
284,Mehamn,NO,2021-08-10 16:05:25,71.0357,27.8492,64.58,77,0,3.44
285,Otuzco,PE,2021-08-10 16:01:32,-7.9,-78.5833,63.25,33,14,4.52
286,Chimbote,PE,2021-08-10 16:05:26,-9.0853,-78.5783,68.38,69,43,10.31
287,Petropavlovsk-Kamchatskiy,RU,2021-08-10 16:05:26,53.0452,158.6483,41.59,100,0,8.95
288,Kulhudhuffushi,MV,2021-08-10 16:05:26,6.6221,73.07,82.71,74,100,16.93
289,Milton,US,2021-08-10 16:02:35,34.1322,-84.3007,89.62,72,42,1.01
290,Inhambane,MZ,2021-08-10 16:05:27,-23.865,35.3833,68.45,61,96,14.88
291,Kahului,US,2021-08-10 16:05:27,20.8947,-156.47,74.46,92,40,6.91
292,Praia Da Vitoria,PT,2021-08-10 16:05:28,38.7333,-27.0667,74.5,78,19,5.64
293,Brockville,CA,2021-08-10 16:01:54,44.5834,-75.6826,88.63,49,75,9.84
294,Pandamatenga,BW,2021-08-10 16:05:28,-18.5278,25.627,73.31,16,0,6.08
295,Mount Isa,AU,2021-08-10 16:05:28,-20.7333,139.5,51.57,50,5,0.0
296,Arinos,BR,2021-08-10 16:05:29,-15.9169,-46.1056,91.96,21,61,1.14
297,Cidreira,BR,2021-08-10 16:05:29,-30.1811,-50.2056,56.86,93,100,10.45
298,Taltal,CL,2021-08-10 16:05:29,-25.4,-70.4833,61.95,69,6,4.45
299,Saskylakh,RU,2021-08-10 16:05:30,71.9167,114.0833,52.7,95,78,4.56
300,Bouca,CF,2021-08-10 16:05:30,6.5105,18.2733,76.48,91,91,2.98
301,Caconda,AO,2021-08-10 16:05:30,-13.7333,15.0667,80.49,10,0,1.19
302,Husavik,IS,2021-08-10 16:05:31,66.0449,-17.3389,65.17,49,90,4.21
303,Mizan Teferi,ET,2021-08-10 16:05:31,6.9833,35.5833,62.02,98,96,1.03
304,Gazli,UZ,2021-08-10 16:05:32,40.1333,63.45,90.16,17,0,10.36
305,Beloye,UA,2021-08-10 16:05:32,48.4952,39.0505,84.22,37,100,6.22
306,Huangyan,CN,2021-08-10 16:05:32,28.6478,121.2594,77.52,96,100,2.42
307,Blankenberge,BE,2021-08-10 16:05:33,51.3131,3.1323,72.52,68,25,1.99
308,Esperance,AU,2021-08-10 16:05:33,-33.8667,121.9,49.77,75,70,21.12
309,Ocampo,MX,2021-08-10 16:05:33,21.65,-101.5,64.76,62,44,7.9
310,Natal,BR,2021-08-10 16:03:56,-5.795,-35.2094,83.66,63,60,14.81
311,Merrill,US,2021-08-10 16:05:34,45.1805,-89.6835,80.02,80,90,6.91
312,Vila Velha,BR,2021-08-10 16:05:34,-20.3297,-40.2925,78.75,65,40,13.8
313,Kruisfontein,ZA,2021-08-10 16:05:34,-34.0033,24.7314,54.88,69,0,5.55
314,Aklavik,CA,2021-08-10 16:05:35,68.2191,-135.0107,47.12,68,100,12.64
315,Abalak,RU,2021-08-10 16:05:35,58.1286,68.5944,55.49,94,100,9.75
316,Nurota,UZ,2021-08-10 16:05:35,40.5614,65.6886,86.09,18,0,10.27
317,Arlit,NE,2021-08-10 16:05:35,18.7369,7.3853,105.51,14,76,7.81
318,Tahta,EG,2021-08-10 16:05:36,26.7693,31.5021,100.18,16,0,16.4
319,Chekhov,RU,2021-08-10 16:05:36,55.1431,37.4711,73.63,69,100,7.7
320,Kortkeros,RU,2021-08-10 16:05:37,61.8106,51.5806,62.6,68,2,2.53
321,Pali,IN,2021-08-10 16:05:38,25.7667,73.3333,88.74,50,67,14.67
322,Ipixuna,BR,2021-08-10 16:05:38,-1.7625,-48.8043,89.55,37,0,3.24
323,Teguldet,RU,2021-08-10 16:05:38,57.3064,88.1667,69.13,68,77,4.23
324,Kirkwall,GB,2021-08-10 16:05:39,58.9848,-2.9587,59.34,90,75,6.91
325,Dandong,CN,2021-08-10 16:05:39,40.1292,124.3947,69.39,93,56,2.77
326,Los Alamos,US,2021-08-10 16:05:39,35.8881,-106.307,73.13,40,1,0.0
327,Vila Franca Do Campo,PT,2021-08-10 16:05:40,37.7167,-25.4333,77.41,65,4,6.76
328,Vigrestad,NO,2021-08-10 16:05:40,58.5667,5.7,66.88,75,29,9.22
329,Vanimo,PG,2021-08-10 16:05:40,-2.6741,141.3028,76.89,90,51,4.27
330,Sitka,US,2021-08-10 16:05:41,57.0531,-135.33,58.89,88,90,13.8
331,Puerto Escondido,MX,2021-08-10 16:05:41,15.85,-97.0667,84.43,71,53,6.55
332,Leon,MX,2021-08-10 16:05:41,21.1167,-101.6667,69.85,65,56,3.58
333,Hit,IQ,2021-08-10 16:05:41,33.6416,42.8251,100.92,16,0,9.86
334,Chara,RU,2021-08-10 16:05:42,56.9064,118.2631,55.71,87,97,1.79
335,Lokosovo,RU,2021-08-10 16:05:42,61.1333,74.8167,64.29,62,100,12.48
336,Medea,DZ,2021-08-10 16:05:42,36.2642,2.7539,73.85,9,98,12.37
337,Upernavik,GL,2021-08-10 16:05:43,72.7868,-56.1549,48.97,53,100,10.11
338,Matara,LK,2021-08-10 16:05:43,5.9485,80.5353,78.37,88,74,11.68
339,Laguna,US,2021-08-10 16:05:44,38.421,-121.4238,89.42,60,1,1.99
340,Moron,AR,2021-08-10 16:05:44,-34.6534,-58.6198,49.01,60,0,5.01
341,Marsh Harbour,BS,2021-08-10 16:05:44,26.5412,-77.0636,84.34,68,8,11.39
342,Kendari,ID,2021-08-10 16:05:45,-3.945,122.4989,74.37,94,44,1.97
343,Zatoka,UA,2021-08-10 16:05:45,46.0725,30.4654,84.74,49,0,16.87
344,Ust-Nera,RU,2021-08-10 16:05:45,64.5667,143.2,63.46,56,18,5.99
345,Port Hardy,CA,2021-08-10 16:05:46,50.6996,-127.4199,60.48,86,100,6.78
346,Birao,CF,2021-08-10 16:05:46,10.2849,22.7882,77.65,85,89,3.2
347,Drayton Valley,CA,2021-08-10 16:02:31,53.2168,-114.9854,58.91,46,91,15.79
348,Tondano,ID,2021-08-10 16:05:46,1.3038,124.9112,69.89,92,88,2.51
349,Oyama,JP,2021-08-10 16:05:47,36.3,139.8,86.67,63,47,2.1
350,Bourail,NC,2021-08-10 16:05:47,-21.5667,165.4833,59.76,68,30,4.85
351,Panaba,MX,2021-08-10 16:05:48,21.2833,-88.2667,92.68,42,1,8.84
352,Pindi Bhattian,PK,2021-08-10 16:05:48,31.8978,73.273,96.55,37,4,8.19
353,Santa Fe,AR,2021-08-10 16:05:48,-31.6333,-60.7,57.02,38,0,1.99
354,Boende,CD,2021-08-10 16:05:49,-0.2167,20.8667,88.25,43,63,0.31
355,Ust-Tsilma,RU,2021-08-10 16:05:49,65.441,52.1498,63.23,60,72,3.98
356,Portland,US,2021-08-10 16:02:44,45.5234,-122.6762,73.62,67,1,1.99
357,San Blas,MX,2021-08-10 16:05:50,21.5167,-105.2667,87.69,76,99,6.53
358,Hattem,NL,2021-08-10 16:05:50,52.475,6.0639,73.18,68,48,3.0
359,Nador,MA,2021-08-10 16:05:51,35.174,-2.9287,75.45,88,75,6.91
360,Bubaque,GW,2021-08-10 16:05:51,11.2833,-15.8333,80.26,80,84,11.65
361,Le Havre,FR,2021-08-10 16:05:12,49.4938,0.1077,73.63,85,75,8.05
362,Margate,GB,2021-08-10 16:05:51,51.3813,1.3862,75.85,56,8,6.08
363,Ahipara,NZ,2021-08-10 16:05:52,-35.1667,173.1667,50.94,85,15,6.71
364,Taungdwingyi,MM,2021-08-10 16:05:52,20.0167,95.55,79.0,88,100,7.18
365,Aksarka,RU,2021-08-10 16:05:52,66.5606,67.7975,57.94,66,81,5.99
366,Basse-Pointe,MQ,2021-08-10 16:05:52,14.8695,-61.115,91.45,30,76,11.1
367,San Cristobal,VE,2021-08-10 16:05:53,7.7669,-72.225,82.58,57,75,7.87
368,Campbell River,CA,2021-08-10 16:05:53,50.0163,-125.2446,67.26,67,46,7.81
369,Kenora,CA,2021-08-10 16:05:00,49.8167,-94.4337,73.63,49,87,15.19
370,Chuzhou,CN,2021-08-10 16:05:53,32.3219,118.2978,77.34,94,100,5.35
371,Sertania,BR,2021-08-10 16:05:54,-8.0736,-37.2644,81.18,50,73,11.72
372,Ankang,CN,2021-08-10 16:05:54,32.68,109.0172,73.65,77,100,1.21
373,Abu Kamal,SY,2021-08-10 16:05:54,34.4506,40.9171,98.58,16,0,11.63
374,Sembe,CG,2021-08-10 16:05:55,1.6481,14.5806,83.5,56,71,4.92
375,Pevek,RU,2021-08-10 16:05:55,69.7008,170.3133,33.85,92,86,17.69
376,Qurayyat,SA,2021-08-10 16:05:56,31.3318,37.3428,94.8,15,0,13.53
377,Ambulu,ID,2021-08-10 16:05:56,-8.345,113.6058,72.36,85,75,5.3
378,Dalvik,IS,2021-08-10 16:05:56,65.9702,-18.5286,64.6,62,98,3.6
379,Tripoli,LY,2021-08-10 16:05:57,32.8752,13.1875,90.86,46,0,13.11
380,Wanning,CN,2021-08-10 16:05:57,18.8003,110.3967,82.22,92,94,8.75
381,Burns Lake,CA,2021-08-10 16:05:58,54.2331,-125.7533,57.76,67,100,4.54
382,Imbituba,BR,2021-08-10 16:05:58,-28.24,-48.6703,76.89,87,70,13.98
383,Sisimiut,GL,2021-08-10 16:05:58,66.9395,-53.6735,47.61,65,100,31.74
384,Sakleshpur,IN,2021-08-10 16:05:58,12.9667,75.7833,68.4,94,100,6.85
385,Bekhteyevka,RU,2021-08-10 16:05:59,50.8072,37.2085,79.7,32,100,11.95
386,Kananga,CD,2021-08-10 16:05:59,-5.8958,22.4178,91.89,21,31,3.33
387,Amazar,RU,2021-08-10 16:06:00,53.858,120.875,57.07,83,100,2.8
388,Khuzhir,RU,2021-08-10 16:06:00,53.1939,107.3397,56.3,76,22,6.51
389,Pampa,US,2021-08-10 16:06:00,35.5362,-100.9599,91.18,45,1,13.8
390,Wukari,NG,2021-08-10 16:06:00,7.85,9.7833,81.37,77,92,7.54
391,Bara,NG,2021-08-10 16:06:01,10.3744,10.7288,82.56,68,73,4.74
392,Berlevag,NO,2021-08-10 16:06:01,70.8578,29.0864,62.4,89,100,7.11
393,Egvekinot,RU,2021-08-10 16:06:02,66.3167,-179.1667,43.48,74,18,1.63
394,Kapoeta,SS,2021-08-10 16:06:02,4.7717,33.5903,77.58,70,91,7.36
395,Muyezerskiy,RU,2021-08-10 16:06:03,63.9333,31.65,67.19,61,87,7.36
396,Hasaki,JP,2021-08-10 16:06:03,35.7333,140.8333,75.6,75,22,6.35
397,Rexburg,US,2021-08-10 16:06:04,43.826,-111.7897,67.28,35,1,9.22
398,Barela,IN,2021-08-10 16:06:04,23.1,80.05,75.96,92,90,7.07
399,Diamantino,BR,2021-08-10 16:06:04,-14.4086,-56.4461,98.31,18,4,3.36
400,Hofn,IS,2021-08-10 16:06:05,64.2539,-15.2082,52.02,85,99,8.68
401,Kaili,ID,2021-08-10 16:06:05,-3.4626,120.2147,64.78,97,58,3.24
402,Cockburn Town,TC,2021-08-10 16:06:06,21.4612,-71.1419,85.96,66,40,13.8
403,Samarai,PG,2021-08-10 16:06:06,-10.6167,150.6667,77.59,86,41,17.49
404,Guerrero Negro,MX,2021-08-10 16:06:06,27.9769,-114.0611,75.97,66,9,7.56
405,Ewa Beach,US,2021-08-10 16:06:07,21.3156,-158.0072,78.75,81,1,4.61
406,Airai,TL,2021-08-10 16:06:07,-8.9266,125.4092,56.05,86,46,2.37
407,Plainview,US,2021-08-10 16:03:51,40.7765,-73.4673,83.8,76,75,1.01
408,Wanaka,NZ,2021-08-10 16:06:08,-44.7,169.15,40.1,99,86,4.5
409,Atocha,BO,2021-08-10 16:06:08,-20.9333,-66.2333,52.05,14,32,21.54
410,Iskateley,RU,2021-08-10 16:06:08,67.6803,53.1512,62.92,62,67,8.03
411,Mabay,PH,2021-08-10 16:06:09,6.0577,124.4666,78.87,83,50,6.62
412,Bangassou,CF,2021-08-10 16:06:09,4.7413,22.8184,79.39,70,100,1.1
413,Joniskis,LT,2021-08-10 16:06:09,56.2403,23.6153,72.52,61,98,4.79
414,Harper,LR,2021-08-10 16:06:10,4.375,-7.7169,81.46,66,17,10.47
415,Foki,RU,2021-08-10 16:06:10,56.693,54.3499,62.92,72,13,7.2
416,Lenger,KZ,2021-08-10 16:06:10,42.183,69.8839,81.84,24,0,9.13
417,Oussouye,SN,2021-08-10 16:06:11,12.485,-16.5469,83.93,73,69,8.55
418,Doha,QA,2021-08-10 16:06:11,25.2867,51.5333,104.31,56,0,8.05
419,Grafton,US,2021-08-10 16:06:11,42.207,-71.6856,78.48,84,90,1.01
420,Kapit,MY,2021-08-10 16:06:12,2.0167,112.9333,74.01,98,99,0.78
421,Barreirinhas,BR,2021-08-10 16:06:12,-2.7469,-42.8264,94.1,40,16,7.4
422,Yamada,JP,2021-08-10 16:06:13,39.4667,141.95,66.4,89,96,10.58
423,Gravdal,NO,2021-08-10 16:06:13,68.1214,13.5031,60.48,100,75,10.36
424,Pakxan,LA,2021-08-10 16:06:13,18.3778,103.6601,76.75,96,100,3.44
425,Virginia Beach,US,2021-08-10 16:05:30,36.8529,-75.978,90.09,67,20,9.22
426,Cairns,AU,2021-08-10 16:06:14,-16.9167,145.7667,69.75,89,35,10.36
427,Vaitape,PF,2021-08-10 16:06:14,-16.5167,-151.75,78.85,75,11,15.64
428,Sorong,ID,2021-08-10 16:06:15,-0.8833,131.25,80.55,79,100,4.83
429,Camacha,PT,2021-08-10 16:06:15,33.0833,-16.3333,74.62,65,20,10.36
430,Peniche,PT,2021-08-10 16:06:15,39.3558,-9.3811,83.68,76,0,17.27
431,Nemuro,JP,2021-08-10 16:06:16,43.3236,145.575,58.12,88,100,41.32
432,Ouango,CF,2021-08-10 16:06:16,4.3133,22.5552,80.08,68,82,1.25
433,Shiyan,CN,2021-08-10 16:06:16,32.6475,110.7781,76.41,85,100,1.59
434,Scarborough,GB,2021-08-10 16:06:17,54.2797,-0.4044,73.53,84,66,3.0
435,Camocim,BR,2021-08-10 16:06:17,-2.9022,-40.8411,90.1,51,20,14.32
436,Bitkine,TD,2021-08-10 16:06:17,11.9801,18.2138,83.28,65,99,4.16
437,Lae,PG,2021-08-10 16:06:18,-6.7221,146.9847,73.96,86,57,3.83
438,Port-Gentil,GA,2021-08-10 16:06:18,-0.7193,8.7815,77.27,79,53,14.23
439,Gunnedah,AU,2021-08-10 16:06:18,-30.9833,150.25,46.72,78,0,2.86
440,Jalu,LY,2021-08-10 16:06:19,29.0331,21.5482,104.14,14,0,14.09
441,Bonthe,SL,2021-08-10 16:06:19,7.5264,-12.505,80.47,75,92,9.93
442,Sao Joao Do Piaui,BR,2021-08-10 16:06:19,-8.3581,-42.2467,94.12,28,0,10.0
443,Puerto Quijarro,BO,2021-08-10 16:06:20,-17.7833,-57.7667,89.83,27,54,5.17
444,Dunedin,NZ,2021-08-10 16:06:20,-45.8742,170.5036,50.81,71,75,8.01
445,Asau,RO,2021-08-10 16:06:20,46.4333,26.4,79.75,61,32,3.6
446,Skibbereen,IE,2021-08-10 16:06:21,51.55,-9.2667,64.2,84,96,10.94
447,Pitimbu,BR,2021-08-10 16:06:21,-7.4706,-34.8086,75.79,79,30,13.44
448,Robertsport,LR,2021-08-10 16:06:21,6.7533,-11.3686,80.69,72,55,12.06
449,Lompoc,US,2021-08-10 16:04:08,34.6391,-120.4579,60.69,90,75,3.44
450,Garrel,DE,2021-08-10 16:06:22,52.95,8.0167,65.1,93,65,9.42
451,Mandan,US,2021-08-10 16:06:22,46.8267,-100.8896,80.58,35,1,20.71
452,Magnitka,RU,2021-08-10 16:06:22,55.3475,59.6961,53.33,94,44,2.71
453,North Battleford,CA,2021-08-10 16:03:04,52.7834,-108.2847,60.4,65,100,18.72
454,Tiarei,PF,2021-08-10 16:06:23,-17.5333,-149.3333,75.22,77,24,17.98
455,Iranshahr,IR,2021-08-10 16:06:23,27.2025,60.6848,99.88,6,0,11.52
456,Waw,SS,2021-08-10 16:06:23,7.7029,27.9953,72.25,95,100,5.97
457,Svetlaya,RU,2021-08-10 16:06:24,46.5389,138.3297,57.45,80,99,13.71
458,Okhotsk,RU,2021-08-10 16:06:24,59.3833,143.3,53.62,85,33,4.9
459,Khuzdar,PK,2021-08-10 16:06:24,27.7384,66.6434,86.32,38,83,5.75
460,Fomboni,KM,2021-08-10 16:06:25,-12.28,43.7425,77.25,69,64,13.09
461,Guanica,PR,2021-08-10 16:06:25,17.9716,-66.908,90.5,59,99,7.0
462,Sistranda,NO,2021-08-10 16:06:25,63.7256,8.834,58.89,87,49,7.27
463,Palmer,US,2021-08-10 16:06:26,42.1584,-72.3287,78.89,70,75,1.01
464,Hay River,CA,2021-08-10 16:06:26,60.8156,-115.7999,47.98,91,100,16.55
465,Chacabuco,AR,2021-08-10 16:06:26,-34.6417,-60.4739,47.8,40,0,6.67
466,San Jose,US,2021-08-10 16:06:27,37.3394,-121.895,72.27,68,40,0.0
467,Antsohihy,MG,2021-08-10 16:06:27,-14.8796,47.9875,74.12,68,43,5.1
468,Kavaratti,IN,2021-08-10 16:06:28,10.5669,72.642,81.73,78,100,20.13
469,Waipawa,NZ,2021-08-10 16:06:28,-41.4122,175.5153,43.43,68,68,3.02
470,Vvedenskoye,RU,2021-08-10 16:06:28,55.4753,65.0847,56.79,86,77,9.46
471,Bandundu,CD,2021-08-10 16:06:29,-3.3167,17.3667,99.1,22,32,2.42
472,Khorramshahr,IR,2021-08-10 16:06:29,30.4397,48.1664,108.79,6,0,18.79
473,Bontang,ID,2021-08-10 16:06:29,0.1333,117.5,77.68,88,17,5.26
474,Palana,RU,2021-08-10 16:06:30,59.1167,159.9667,45.05,72,29,7.7
475,Benguela,AO,2021-08-10 16:06:30,-12.5763,13.4055,77.31,67,1,10.07
476,Chekmagush,RU,2021-08-10 16:06:30,55.1319,54.6556,71.53,56,36,11.86
477,Teplodar,UA,2021-08-10 16:06:31,46.5059,30.3252,83.84,38,0,13.94
478,Aitape,PG,2021-08-10 16:06:31,-3.1374,142.3475,76.89,88,53,4.54
479,Damavand,IR,2021-08-10 16:06:31,35.7178,52.065,89.44,39,38,7.52
480,Qaqortoq,GL,2021-08-10 16:06:32,60.7167,-46.0333,61.3,45,42,5.95
481,Staunton,US,2021-08-10 16:04:40,38.1496,-79.0717,90.95,51,1,4.0
482,Kolpashevo,RU,2021-08-10 16:06:32,58.3131,82.9089,67.19,66,94,7.16
483,Hajipur,IN,2021-08-10 16:06:33,25.6833,85.2167,80.58,78,75,3.44
484,Mount Darwin,ZW,2021-08-10 16:06:33,-16.7725,31.5838,70.93,24,3,9.6
485,Tombouctou,ML,2021-08-10 16:06:33,20.0,-3.0,105.44,19,98,2.17
486,Homer,US,2021-08-10 16:06:34,59.6425,-151.5483,52.09,91,90,12.66
487,Viedma,AR,2021-08-10 16:06:34,-40.8135,-62.9967,57.85,25,8,14.18
488,Awbari,LY,2021-08-10 16:06:34,26.5921,12.7805,102.67,8,0,17.98
489,Hayrabolu,TR,2021-08-10 16:06:35,41.2131,27.1069,83.66,32,40,12.17
490,Conceicao Do Araguaia,BR,2021-08-10 16:06:35,-8.2578,-49.2647,98.74,17,0,6.49
491,Kaspiyskiy,RU,2021-08-10 16:06:35,45.3929,47.3707,84.29,61,18,10.42
492,Kokoda,PG,2021-08-10 16:06:36,-8.8785,147.7407,71.8,95,70,0.87
493,Stryn,NO,2021-08-10 16:06:36,61.9045,6.7226,67.32,87,100,3.8
494,Tortoli,IT,2021-08-10 16:06:36,39.9256,9.6572,99.55,32,72,1.79
495,Malacacheta,BR,2021-08-10 16:06:36,-17.8422,-42.0767,80.82,32,8,4.61
496,Elko,US,2021-08-10 16:06:37,41.0002,-115.5012,71.82,14,0,1.59
497,Bridlington,GB,2021-08-10 16:06:37,54.0831,-0.1919,74.05,73,81,8.75
498,Boone,US,2021-08-10 16:06:37,39.0334,-92.3335,88.77,73,0,5.99
499,West Wendover,US,2021-08-10 16:06:38,40.7391,-114.0733,74.41,22,1,4.61
500,Poum,NC,2021-08-10 16:06:38,-20.2333,164.0167,67.75,67,29,16.64
501,Mabaruma,GY,2021-08-10 16:06:39,8.2,-59.7833,91.69,51,25,4.79
502,Ghanzi,BW,2021-08-10 16:06:39,-21.5667,21.7833,71.87,17,4,6.76
503,Coihaique,CL,2021-08-10 16:06:39,-45.5752,-72.0662,49.95,57,20,0.0
504,Khasan,RU,2021-08-10 16:06:40,42.4308,130.6434,67.26,87,100,16.53
505,Marawi,PH,2021-08-10 16:06:40,7.9986,124.2928,68.65,91,100,2.26
506,Dingle,PH,2021-08-10 16:06:40,10.9995,122.6711,74.7,88,90,1.05
507,Udachnyy,RU,2021-08-10 16:06:40,66.4167,112.4,59.25,82,93,4.94
508,Morgan City,US,2021-08-10 16:06:41,29.6994,-91.2068,93.0,79,40,9.22
509,Talmenka,RU,2021-08-10 16:06:41,53.8183,83.5677,67.44,71,73,6.42
510,Cerritos,US,2021-08-10 16:06:41,33.8583,-118.0648,86.49,83,40,4.0
511,Huangchuan,CN,2021-08-10 16:06:42,32.1272,115.0394,76.69,93,100,2.64
512,Morondava,MG,2021-08-10 16:06:42,-20.2833,44.2833,73.98,68,0,17.65
513,Verkhoyansk,RU,2021-08-10 16:06:43,67.5447,133.385,66.7,33,68,4.74
514,Carballo,ES,2021-08-10 16:06:43,43.213,-8.691,79.07,63,0,7.67
515,Jumla,NP,2021-08-10 16:06:43,29.2747,82.1838,64.47,93,92,1.28
516,Port Blair,IN,2021-08-10 16:06:44,11.6667,92.75,82.06,82,100,7.38
517,Maceio,BR,2021-08-10 16:06:44,-9.6658,-35.7353,78.24,73,75,14.97
518,Norsup,VU,2021-08-10 16:06:44,-16.0667,167.3833,74.37,78,99,19.22
519,Aleksandrovka,UA,2021-08-10 16:06:45,46.8383,32.7612,87.91,35,33,17.0
520,Kaitangata,NZ,2021-08-10 16:06:45,-46.2817,169.8464,46.09,90,57,7.31
521,Ornskoldsvik,SE,2021-08-10 16:06:45,63.2909,18.7153,67.82,77,75,6.91
522,Sroda Wielkopolska,PL,2021-08-10 16:06:46,52.2284,17.2762,71.58,63,82,4.92
523,Prince Rupert,CA,2021-08-10 16:06:46,54.3161,-130.3201,57.29,94,90,10.36
524,Cochrane,CA,2021-08-10 16:06:46,51.1834,-114.4687,61.21,84,100,8.63
525,San Pedro De Macoris,DO,2021-08-10 16:06:47,18.4616,-69.2972,88.41,57,21,13.51
526,Tabuk,PH,2021-08-10 16:06:47,17.4189,121.4443,74.26,95,72,2.53
527,Djambala,CG,2021-08-10 16:06:47,-2.5447,14.7533,84.76,38,100,5.08
528,Ulmi,RO,2021-08-10 16:06:48,44.4867,25.7803,89.62,26,35,11.07
529,Staryy Nadym,RU,2021-08-10 16:06:48,65.6118,72.6842,53.92,75,5,9.93
530,Guane,CU,2021-08-10 16:06:48,22.2025,-84.0875,90.43,54,5,10.49
531,Abu Samrah,SY,2021-08-10 16:06:48,35.3029,37.1841,89.29,34,27,16.33
532,Wagga Wagga,AU,2021-08-10 16:06:49,-35.1167,147.3667,51.6,93,0,8.05
533,Alanya,TR,2021-08-10 16:06:49,36.5438,31.9998,91.53,54,11,4.38
534,Shellbrook,CA,2021-08-10 16:03:40,53.2168,-106.4011,62.47,71,100,16.84
535,Nedjo,ET,2021-08-10 16:06:50,9.5046,35.5019,58.84,98,94,3.22
536,Aguimes,ES,2021-08-10 16:06:50,27.9054,-15.4461,75.83,50,20,28.77
537,Coquimbo,CL,2021-08-10 16:02:54,-29.9533,-71.3436,60.53,61,0,6.64
538,Constitucion,CL,2021-08-10 16:06:50,-35.3333,-72.4167,56.52,56,0,8.01
539,Ostrovnoy,RU,2021-08-10 16:06:51,68.0531,39.5131,61.92,88,91,13.53
540,Ponta Delgada,PT,2021-08-10 16:06:51,37.7333,-25.6667,77.72,73,20,16.11
541,Takoradi,GH,2021-08-10 16:06:51,4.8845,-1.7554,80.26,71,55,13.2
542,Atbasar,KZ,2021-08-10 16:06:52,51.8,68.3333,64.18,58,37,9.66
543,Turukhansk,RU,2021-08-10 16:06:52,65.8167,87.9833,59.34,72,96,9.75
544,Samana,DO,2021-08-10 16:06:53,19.2056,-69.3369,88.02,79,40,6.91
545,Gordeyevka,RU,2021-08-10 16:06:53,52.9569,31.9703,73.94,70,96,12.33
546,Umea,SE,2021-08-10 16:06:53,63.8284,20.2597,62.91,88,75,8.05
547,Puerto Colombia,CO,2021-08-10 16:06:54,10.9878,-74.9547,89.69,64,18,10.09
548,Kurush,RU,2021-08-10 16:06:54,41.2841,47.8345,57.69,52,0,8.23
549,Gulabpura,IN,2021-08-10 16:06:54,25.9,74.6667,84.47,66,99,12.17
550,Quang Ngai,VN,2021-08-10 16:02:09,15.1167,108.8,81.41,86,100,4.81
551,Inirida,CO,2021-08-10 16:06:55,3.8653,-67.9239,80.94,75,93,2.68
552,Qesarya,IL,2021-08-10 16:06:55,32.5189,34.9046,88.11,66,0,10.36
553,Pimentel,PE,2021-08-10 16:06:55,-6.8367,-79.9342,71.89,76,0,5.01
554,San Rafael,AR,2021-08-10 16:06:56,-34.6177,-68.3301,56.77,30,0,2.28
555,Chilliwack,CA,2021-08-10 16:06:56,49.1747,-121.9443,69.94,81,87,1.99
556,Benton Harbor,US,2021-08-10 16:06:46,42.1167,-86.4542,83.05,64,1,0.0
557,Saint Anthony,US,2021-08-10 16:06:57,45.0205,-93.218,79.48,82,1,1.99
558,Balabac,PH,2021-08-10 16:06:57,7.9868,117.0645,82.17,79,99,10.85
559,Shagamu,NG,2021-08-10 16:06:57,6.8432,3.6478,79.86,77,98,6.24
560,Anchorage,US,2021-08-10 16:06:15,61.2181,-149.9003,52.12,93,90,3.44
561,Barmer,IN,2021-08-10 16:06:58,25.75,71.3833,88.95,46,2,19.55
562,Lujan,AR,2021-08-10 16:06:58,-34.5703,-59.105,50.02,62,0,9.64
563,Tungor,RU,2021-08-10 16:06:58,53.3808,142.9564,51.69,90,0,4.99
